ori,ori9,crosswalk_agency_name,census_name,population,fips_state_county_code,state
MA00818,MA0081800,Westhampton Police Dept,Westhampton Town,1622,25015,MA
PA00961,PA0096100,Langhorne Borough Police Department,Langhorne Borough,1622,42017,PA
PA06007,PA0600700,Union Township,Union Township,1622,42119,PA
VA08603,VA0860300,Chilhowie Police Department,Chilhowie Town,1622,51173,VA
PA05507,PA0550700,Spring Twp Police Dept,Spring Township,1621,42109,PA
TN03604,TN0360400,Crump Police Department,Crump Town,1621,47071,TN
WI06201,WI0620100,Whitehall Police Department,Whitehall City,1621,55121,WI
IN04305,,Milford Police Department,,1619,18085,NA
IN07106,IN0710600,North Liberty Police,North Liberty Town,1618,18141,IN
IL08107,IL0810700,Port Byron Pd,Port Byron Village,1617,17161,IL
TX11705,TX1170500,Stinnett Police Department,Stinnett City,1614,48233,TX
AL00704,AL0070400,Woodstock Police Department,Woodstock Town,1613,01007,AL
AR01703,AR0170300,Mulberry Police Department,Mulberry City,1613,05033,AR
IL01690,IL0169000,Phoenix Police Dept,Phoenix Village,1613,17031,IL
LA04302,LA0430200,Zwolle Police Department,Zwolle Town,1613,22085,LA
ND05201,ND0520100,Harvey Police Department,Harvey City,1613,38103,ND
TX00501,TX0050100,Archer City Police Department,Archer City City,1613,48009,TX
NC02802,NC0280200,Manteo Police Department,Manteo Town,1612,37055,NC
IL09019,IL0901900,Deer Creek Police Dept,Deer Creek Village,1611,17179,IL
NC07501,NC0750100,Tryon Police Department,Tryon Town,1611,37149,NC
TN05802,TN0580200,Whitwell Police Department,Whitwell City,1611,47115,TN
MI05375,MI0537500,Elk Rapids Police Department,Elk Rapids Village,1610,26009,MI
PA00259,PA0025900,Cheswick Borough Police Department,Cheswick Borough,1610,42003,PA
AR01606,AR0160600,Monette Police Department,Monette City,1609,05031,AR
AZ00207,AZ0020700,Huachuca City Police Department,Huachuca City Town,1608,04003,AZ
KY00702,KY0070200,Pineville Police Department,Pineville City,1608,21013,KY
ME01612,ME0161200,Ogunquit Police Department,Ogunquit Town,1608,23031,ME
MO05705,MO0570500,Winfield Police Department,Winfield City,1608,29113,MO
WV02604,WV0260400,Mcmechen Police Department,Mcmechen City,1608,54051,WV
SC00205,SC0020500,Jackson Police Department,Jackson Town,1607,45003,SC
TN00104,TN0010400,Norris Police Department,Norris City,1607,47001,TN
MO03907,MO0390700,Fair Grove Police Department,Fair Grove City,1606,29077,MO
PA04919,PA0491900,Lower Mahonoy Twp Pd Dalmatia,Lower Mahanoy Township,1606,42097,PA
TX24909,,Boyd Police Department,,1606,48497,NA
GA09501,GA0950100,Darien Police Department,Darien City,1605,13191,GA
MO09581,MO0958100,Wellston Police Department,Wellston City,1605,29189,MO
NY01920,NY0192000,Athens Village Police Department,Athens Village,1605,36039,NY
TN05805,TN0580500,Kimball Police Department,Kimball Town,1605,47115,TN
TN09502,TN0950200,Watertown Police Department,Watertown City,1605,47189,TN
TX01401,TX0140100,Bartlett Police Department,Bartlett City,1605,48491,TX
MT01000,MT0100000,Daniels County Sheriff's Office,Daniels County,1604,30019,MT
NY05141,NY0514100,Nissequogue Village Police Department,Nissequogue Village,1604,36103,NY
OK05116,OK0511600,Warner Police Department,Warner Town,1604,40101,OK
TX22400,TX2240000,Throckmorton County Sheriff's Office,Throckmorton County,1604,48447,TX
UT02516,UT0251600,Genola Pd,Genola City,1603,49049,UT
MD00605,MD0060500,Ridgely Police Department,Ridgely Town,1602,24011,MD
MS03101,MS0310100,Bay Springs Police Department,Bay Springs City,1602,28061,MS
SC02804,SC0280400,Elgin Police Department,Elgin Town,1602,45055,SC
IL08301,IL0830100,Carrier Mills Police Dept,Carrier Mills Village,1601,17165,IL
NM00903,NM0090300,Village Of Santa Clara Pd,Santa Clara Village,1601,35017,NM
NC08002,NC0800200,East Spencer Police Department,East Spencer Town,1600,37159,NC
MS00701,MS0070100,Bruce Police Department,Bruce Town,1599,28013,MS
NC08501,NC0850100,Walnut Cove Police Department,Walnut Cove Town,1599,37169,NC
FL03803,FL0380300,Inglis Police Department,Inglis Town,1598,12075,FL
IL00807,IL0080700,Thomson Police Dept,Thomson Village,1598,17015,IL
KS04004,KS0400400,Sedgwick Police Department,Sedgwick City,1597,20079,KS
ME01403,ME0140300,Stockton Springs Pd,Stockton Springs Town,1596,23027,ME
MI36338,MI3633800,Crystal Falls Police Department,Crystal Falls City,1596,26071,MI
NC04203,NC0420300,Scotland Neck Police Department,Scotland Neck Town,1596,37083,NC
PA05401,PA0540100,Cressona Pd,Cressona Borough,1596,42107,PA
IL05903,IL0590300,Bunker Hill Police Dept,Bunker Hill City,1595,17117,IL
SC02504,SC0250400,Varnville Police Department,Varnville Town,1595,45049,SC
NY00828,NY0082800,New Berlin Town Police Department,New Berlin Town,1594,36017,NY
WI01402,WI0140200,Fox Lake Police Department,Fox Lake City,1594,55027,WI
NH00306,NH0030600,Dublin Police Department,Dublin Town,1593,33005,NH
CO00500,CO0050000,Baca County Sheriff's Office,Baca County,1592,08009,CO
TN06101,TN0610100,Decatur Police Department,Decatur Town,1592,47121,TN
TX22018,TX2201800,Lakeside Police Department,Lakeside Town,1592,48439,TX
GA09702,GA0970200,Comer Police Department,Comer City,1591,13195,GA
LA02403,LA0240300,White Castle Police Department,White Castle Town,1591,22047,LA
NB00901,NB0090100,Ainsworth Pd,Ainsworth City,1591,31017,NB
VA05202,VA0520200,Pennington Gap Police Department,Pennington Gap Town,1591,51105,VA
WI06403,WI0640300,Eagle River Police Department,Eagle River City,1591,55125,WI
NJ01437,NJ0143700,Victory Gardens Pd Dover,Victory Gardens Borough,1590,34027,NJ
NJ014SP,NJ014SP00,Sp: Morris County,State Of New Jersey,1590,34027,NJ
KY09805,KY0980500,City Of Coal Run Village Police Dept,Coal Run Village City,1589,21195,KY
MI32456,MI3245600,Harbor Beach Police Department,Harbor Beach City,1589,26063,MI
OH04309,OH0430900,Perry Village Police Department,Perry Village,1589,39085,OH
AL00509,AL0050900,Summerdale Police Department,Summerdale Town,1588,01003,AL
MI13476,MI1347600,Homer Police Department,Homer Village,1587,26025,MI
MN03701,MN0370100,Dawson Police Department,Dawson City,1587,27073,MN
IL00602,IL0060200,Depue Police Dept,Depue Village,1586,17011,IL
KY00601,KY0060100,Owingsville Police Department,Owingsville City,1586,21011,KY
MI58750,MI5875000,South Rockwood Police Department,South Rockwood Village,1586,26115,MI
IL05011,IL0501100,Earlville Police Dept,Earlville City,1585,17099,IL
TX02019,TX0201900,Brookside Village Police Dept,Brookside Village City,1584,48039,TX
TX05403,TX0540300,Ralls Police Department,Ralls City,1583,48107,TX
NY05821,NY0582100,Wolcott Village Police Department,Wolcott Village,1582,36117,NY
TN08002,TN0800200,South Carthage Police Department,South Carthage Town,1581,47159,TN
TX14901,TX1490100,Three Rivers Police Department,Three Rivers City,1581,48297,TX
NC06306,NC0630600,Pinebluff Police Department,Pinebluff Town,1580,37125,NC
LA00303,LA0030300,Sorrento Police Department,Sorrento Town,1579,22005,LA
OH07504,OH0750400,Fort Loramie Police Department,Fort Loramie Village,1578,39149,OH
PA05205,PA0520500,Milford Twnshp Pd Milford,Milford Township,1577,42103,PA
OH00803,,Ripley Police Department,,1577,39015,NA
ME01105,ME0110500,Greenville Police Department,Greenville Town,1576,23021,ME
NY01020,NY0102000,Chatham Village Police Department,Chatham Village,1576,36021,NY
PA00301,PA0030100,Apollo Borough Police Department,Apollo Borough,1575,42005,PA
GA08102,GA0810200,Wadley Police Department,Wadley City,1574,13163,GA
TX09109,,Bells Police Department,,1574,48181,NA
AR07002,AR0700200,Smackover Police Department,Smackover City,1572,05139,AR
KS02001,KS0200100,Oberlin Police Department,Oberlin City,1572,20039,KS
WI03802,WI0380200,Niagara Police Department,Niagara City,1572,55075,WI
NH00228,NH0022800,Sandwich Police Department,Sandwich Town,1571,33003,NH
TX17601,,Newton Police Department,,1571,48351,NA
OH00410,OH0041000,Roaming Shores Police Department,Roaming Shores Village,1570,39007,OH
PA02805,PA0280500,Mont Alto Pd,Mont Alto Borough,1570,42055,PA
MO10304,MO1030400,Shelbina Police Dept,Shelbina City,1569,29205,MO
UT00409,UT0040900,East Carbon Police Department,East Carbon City,1569,49007,UT
WI03606,WI0360600,Cleveland Police Department,Cleveland Village,1569,55119,WI
MO02104,MO0210400,Salisbury Police Dept,Salisbury City,1567,29041,MO
MT02702,MT0270200,Eureka Police Department,Eureka Town,1567,30053,MT
VA07505,VA0750500,Haymarket Police Department,Haymarket Town,1567,51153,VA
NB02900,NB0290000,Dundy County Sheriff's Office,Dundy County,1565,31057,NE
PA0021I,PA0021I00,Leet Township Police Department,Leet Township,1565,42003,PA
WI06508,WI0650800,Darien Police Department,Darien Town,1565,55127,WI
MA00609,MA0060900,Gill Police Department,Gill Town,1564,25011,MA
AL05402,AL0540200,Gordo Police Department,Gordo Town,1563,01107,AL
NM00703,NM0070300,Hatch Police Department,Hatch Village,1563,35013,NM
WI04111,WI0411100,River Hills Police Department,River Hills Village,1563,55079,WI
IN04107,,Trafalgar Police Department,,1563,18081,NA
IL05620,IL0562000,Port Barrington Police Dept,Port Barrington Village,1562,17111,IL
MI12688,MI1268800,Quincy Pd,Quincy Village,1562,26023,MI
MO01908,MO0190800,Garden City Police Department,Garden City City,1562,29037,MO
NY00420,NY0042000,Allegany Village Police Department,Allegany Village,1562,36009,NY
OH01918,OH0191800,Union City Police Department,Union City Village,1562,39037,OH
OH03502,OH0350200,Deshler Police Department,Deshler Village,1562,39069,OH
FL06411,FL0641100,Pierson Pd,Pierson Town,1561,12127,FL
IL00201,IL0020100,Cairo Police Dept,Cairo City,1561,17003,IL
WI02601,WI0260100,Hurley Police Department,Hurley City,1561,55051,WI
PA00108,PA0010800,East Berlin Borough Police Department,East Berlin Borough,1560,42001,PA
ID03802,ID0380200,New Plymouth Pd,New Plymouth City,1558,16075,ID
MD01710,MD0171000,Edmonston Police Department,Edmonston Town,1558,24033,MD
KS09201,KS0920100,Smith Center Police Department,Smith Center City,1557,20183,KS
WI06515,,Sharon Police Department,,1557,55127,NA
SC00805,SC0080500,St. Stephen Police Department,St Stephen Town,1556,45015,SC
SC01804,SC0180400,Ridgeville Police Department,Ridgeville Town,1555,45035,SC
KS02700,KS0270000,Ellsworth County Sheriff's Office,Ellsworth County,1554,20053,KS
NC02903,NC0290300,Denton Police Department,Denton Town,1554,37057,NC
VA09603,VA0960300,Coeburn Police Department,Coeburn Town,1554,51195,VA
CA04105,CA0410500,Colma Police Department,Colma Town,1553,06081,CA
MD02204,MD0220400,Hancock Police Department,Hancock Town,1553,24043,MD
PA00262,PA0026200,Dravosburg Pd,Dravosburg Borough,1553,42003,PA
PA01926,PA0192600,Madison Township Police Department,Madison Township,1553,42037,PA
PA04822,PA0482200,Roseto Police Department,Roseto Borough,1553,42095,PA
KS05100,KS0510000,Lane County Sheriff's Office,Lane County,1552,20101,KS
WI03706,WI0370600,Marathon Police Department,Marathon Town,1552,55073,WI
NJ00339,NJ0033900,Woodland Twp Pd Chatsworth,Woodland Township,1551,34005,NJ
IL08415,IL0841500,Southern View Police Dept,Southern View Village,1550,17167,IL
TN08801,TN0880100,Spencer Police Department,Spencer Town,1550,47175,TN
IA04202,,Ackley City Police Department,,1550,19083,NA
NY04428,NY0442800,Norwood Vlg Police Dept,Norwood Village,1548,36089,NY
WV01303,WV0130300,Ronceverte Police Department,Ronceverte City,1547,54025,WV
TX17018,TX1701800,Woodbranch Police Department,Woodbranch Village,1546,48339,TX
PA04109,PA0410900,Montgomery Borough Police Department,Montgomery Borough,1545,42081,PA
TX11800,TX1180000,Irion County Sheriff's Office,Irion County,1543,48235,TX
UT02201,UT0220100,Coalville Pd,Coalville City,1543,49043,UT
KY02202,KY0220200,Olive Hill Police Department,Olive Hill City,1542,21043,KY
NY05132,NY0513200,East Hampton Village Police Department,East Hampton Village,1542,36103,NY
WV04301,WV0430100,Harrisville Police Department,Harrisville Town,1542,54085,WV
GA09801,GA0980100,Buena Vista Police Department,Buena Vista City,1541,13197,GA
IA08209,IA0820900,Walcott Police Department,Walcott City,1541,19163,IA
MI73258,MI7325800,Birch Run Police Department,Birch Run Village,1541,26145,MI
NJ00409,NJ0040900,Chesilhurst Borough Police,Chesilhurst Borough,1541,34007,NJ
TN05402,TN0540200,Englewood Police Department,Englewood Town,1541,47107,TN
IL09002,IL0900200,Delavan Police Dept,Delavan City,1540,17179,IL
KS03400,KS0340000,Grant County Sheriff's Office,Grant County,1539,20067,KS
OH00703,OH0070300,Bridgeport Police Department,Bridgeport Village,1539,39013,OH
PA02407,PA0240700,Jones Township Pd Wilcox,Jones Township,1539,42047,PA
AZ00405,AZ0040500,Miami Police Department,Miami Town,1538,04007,AZ
OH05302,OH0530200,Pomeroy Police Department,Pomeroy Village,1538,39105,OH
TX03402,TX0340200,Hughes Springs Police Department,Hughes Springs Town,1538,48067,TX
WI05704,WI0570400,Spring Green Police Department,Spring Green Town,1538,55111,WI
MD01707,MD0170700,Colmar Manor Police,Colmar Manor Town,1537,24033,MD
OH03207,OH0320700,Mccomb Police Department,Mccomb Village,1537,39063,OH
CA02702,CA0270200,Del Rey Oaks Police Department,Del Rey Oaks City,1536,06053,CA
NC02402,NC0240200,Chadbourn Police Department,Chadbourn Town,1536,37047,NC
MI59371,MI5937100,Home Township Police Department,Home Township,1535,26117,MI
KS00803,KS0080300,Douglass Pd,Douglass City,1534,20015,KS
MS01001,MS0100100,Ackerman Police Department,Ackerman Town,1533,28019,MS
OK05513,OK0551300,Luther Police Department,Luther Town,1533,40109,OK
PA06354,PA0635400,North Bethlehem Twp Pd Scenery Hill,North Bethlehem Township,1533,42125,PA
TX02501,TX0250100,Bangs Police Department,Bangs City,1533,48049,TX
WV01902,WV0190200,Shepherdstown Police Department,Shepherdstown City,1533,54037,WV
MA00707,MA0070700,Granville Police Department,Granville Town,1532,25013,MA
WI05102,WI0510200,Phillips Police Department,Phillips City,1532,55099,WI
OR00405,OR0040500,Cannon Beach Police Department,Cannon Beach City,1531,41007,OR
IL05803,IL0580300,Maroa Police Dept,Maroa City,1528,17115,IL
TX03001,TX0300100,Baird Marshal's Office,Baird City,1528,48059,TX
GA12301,GA1230100,Ellaville Police Department,Ellaville City,1527,13249,GA
KY07701,KY0770100,Salyersville Police Department,Salyersville City,1527,21153,KY
LA06301,LA0630100,St. Francisville Police Department,St Francisville Town,1527,22125,LA
OK00209,OK0020900,Helena Police Department,Helena Town,1526,40003,OK
MO03501,MO0350100,Campbell Police Department,Campbell City,1525,29069,MO
VA09703,VA0970300,Rural Retreat Police Department,Rural Retreat Town,1525,51197,VA
MO02502,MO0250200,Gower Police Department,Gower City,1524,29049,MO
OH03604,OH0360400,Lynchburg Police Department,Lynchburg Village,1524,39071,OH
PA01904,PA0190400,Catawissa Borough Police Department,Catawissa Borough,1524,42037,PA
SD03302,SD0330200,Parkston Police Department,Parkston City,1524,46067,SD
IN07402,,Dale Police Department,,1524,18147,NA
FL01003,FL0100300,Keystone Heights Pd,Keystone Heights City,1523,12019,FL
ME00210,ME0021000,Limestone Police Department,Limestone Town,1523,23003,ME
ME00216,ME0021600,Washburn Police Department,Washburn Town,1523,23003,ME
NC01204,NC0120400,Glen Alpine Police Department,Glen Alpine Town,1523,37023,NC
MD00802,MD0080200,Charlestown Pd,Charlestown Town,1522,24015,MD
OH00408,OH0040800,Orwell Police Department,Orwell Village,1521,39007,OH
MO03507,MO0350700,Senath Police Dept,Senath City,1519,29069,MO
MO10501,MO1050100,Crane Police Department,Crane City,1519,29209,MO
PA06350,PA0635000,West Pike Run Township Police Department,West Pike Run Township,1519,42125,PA
CO00708,CO0070800,Nederland Marshal's Office,Nederland Town,1518,08013,CO
NH00568,,Rumney Police Department,,1518,33009,NA
MI37741,MI3774100,Shepherd Police Department,Shepherd Village,1517,26073,MI
OH00801,OH0080100,Aberdeen Police Department,Aberdeen Village,1517,39015,OH
NM01000,NM0100000,Guadalupe County Sheriff's Office,Guadalupe County,1516,35019,NM
OK02609,OK0260900,Minco Police Department,Minco City,1516,40051,OK
MN07307,MN0730700,Richmond Pd,Richmond City,1515,27145,MN
NB07903,NB0790300,Mitchell Police Dept,Mitchell City,1515,31157,NE
NH00746,NH0074600,Salisbury Police Department,Salisbury Town,1515,33013,NH
PA04118,PA0411800,Porter Township Police Department,Porter Township,1515,42081,PA
KY11704,KY1170400,Sebree Police Department,Sebree City,1514,21233,KY
MS04202,MS0420200,Itta Bena Police Department,Itta Bena City,1513,28083,MS
NB01401,NB0140100,Hartington Police Dept,Hartington City,1512,31027,NE
NH00608,NH0060800,Bennington Police Department,Bennington Town,1512,33011,NH
PA03529,PA0352900,Clarks Green Police Department Clarks Green,Clarks Green Borough,1512,42069,PA
PA05903,PA0590300,Blossburg Borough Police Department,Blossburg Borough,1512,42117,PA
IL04518,IL0451800,Maple Park Police Dept,Maple Park Village,1511,17089,IL
MO02801,MO0280100,Bourbon Police Department,Bourbon City,1511,29055,MO
NC08701,NC0870100,Bryson City Police Department,Bryson City Town,1511,37173,NC
WV04003,WV0400300,Eleanor Police Department,Eleanor Town,1511,54079,WV
NB00201,NB0020100,Neligh Police Dept,Neligh City,1510,31003,NE
PA01129,PA0112900,Ferndale Borough Police Department,Ferndale Borough,1510,42021,PA
MO09545,MO0954500,Lakeshire Police Department,Lakeshire City,1509,29189,MO
UT01600,UT0160000,Piute County Sheriff's Office,Piute County,1509,49031,UT
IL03103,IL0310300,Roodhouse Police Dept,Roodhouse City,1508,17061,IL
TX11614,TX1161400,Quinlan Police Department,Quinlan City,1508,48231,TX
NH01026,NH0102600,Unity Police Dept,Unity Town,1507,33019,NH
TN07203,TN0720300,Graysville Police Department,Graysville Town,1507,47143,TN
TX10118,,Shoreacres Police Department,,1507,48201,NA
MI57568,MI5756800,Richland Township,Richland Township,1506,26113,MI
NY03226,NY0322600,Waterville Village Pd Waterville,Waterville Village,1506,36065,NY
WI01803,WI0180300,Augusta Police Department,Augusta City,1506,55035,WI
MN08504,MN0850400,Lewiston Police Department,Lewiston City,1505,27169,MN
OH07605,OH0760500,East Canton Police Department,East Canton Village,1505,39151,OH
